iter	Passed	Remaining
1679	11250	2142
1680	11258	2136
1681	11265	2129
1682	11275	2123
1683	11281	2117
1684	11289	2110
1685	11296	2103
1686	11309	2098
1687	11318	2092
1688	11325	2085
1689	11331	2078
1690	11340	2072
1691	11348	2065
1692	11356	2059
1693	11363	2052
1694	11371	2046
1695	11379	2039
1696	11387	2033
1697	11394	2026
1698	11403	2020
1699	11411	2013
1700	11421	2007
1701	11428	2001
1702	11438	1994
1703	11444	1987
1704	11454	1981
1705	11460	1975
1706	11469	1968
1707	11474	1961
1708	11484	1955
1709	11492	1949
1710	11502	1942
1711	11509	1936
1712	11519	1929
1713	11526	1923
1714	11537	1917
1715	11544	1910
1716	11557	1904
1717	11570	1899
1718	11582	1893
1719	11588	1886
1720	11595	1879
1721	11603	1873
1722	11612	1866
1723	11619	1860
1724	11632	1854
1725	11639	1847
1726	11647	1841
1727	11651	1834
1728	11656	1827
1729	11663	1820
1730	11668	1813
1731	11673	1806
1732	11679	1799
1733	11687	1792
1734	11691	1785
1735	11698	1779
1736	11703	1772
1737	11707	1764
1738	11715	1758
1739	11721	1751
1740	11729	1744
1741	11734	1738
1742	11746	1731
1743	11752	1725
1744	11757	1718
1745	11764	1711
1746	11768	1704
1747	11772	1697
1748	11780	1690
1749	11785	1683
1750	11790	1676
1751	11795	1669
1752	11800	1662
1753	11807	1656
1754	11812	1649
1755	11818	1642
1756	11825	1635
1757	11830	1628
1758	11835	1621
1759	11843	1615
1760	11848	1608
1761	11857	1601
1762	11863	1594
1763	11871	1588
1764	11879	1581
1765	11884	1574
1766	11892	1568
1767	11899	1561
1768	11907	1554
1769	11914	1548
1770	11923	1541
1771	11931	1535
1772	11942	1529
1773	11948	1522
1774	11958	1515
1775	11964	1509
1776	11972	1502
1777	11980	1495
1778	11988	1489
1779	11994	1482
1780	12004	1476
1781	12012	1469
1782	12020	1462
1783	12027	1456
1784	12036	1449
1785	12043	1443
1786	12053	1436
1787	12060	1430
1788	12069	1423
1789	12076	1416
1790	12085	1410
1791	12092	1403
1792	12103	1397
1793	12110	1390
1794	12120	1384
1795	12127	1377
1796	12136	1371
1797	12143	1364
1798	12153	1357
1799	12160	1351
1800	12170	1344
1801	12177	1338
1802	12186	1331
1803	12193	1324
1804	12203	1318
1805	12209	1311
1806	12221	1305
1807	12228	1298
1808	12237	1292
1809	12244	1285
1810	12253	1278
1811	12260	1272
1812	12270	1265
1813	12281	1259
1814	12289	1252
1815	12298	1246
1816	12305	1239
1817	12314	1232
1818	12322	1226
1819	12331	1219
1820	12339	1212
1821	12347	1206
1822	12356	1199
1823	12363	1193
1824	12370	1186
1825	12376	1179
1826	12387	1172
1827	12393	1166
1828	12402	1159
1829	12410	1152
1830	12419	1146
1831	12427	1139
1832	12434	1132
1833	12444	1126
1834	12452	1119
1835	12461	1113
1836	12468	1106
1837	12478	1099
1838	12486	1093
1839	12495	1086
1840	12502	1079
1841	12512	1073
1842	12518	1066
1843	12528	1059
1844	12536	1053
1845	12545	1046
1846	12553	1039
1847	12562	1033
1848	12569	1026
1849	12579	1019
1850	12586	1013
1851	12597	1006
1852	12604	999
1853	12613	993
1854	12621	986
1855	12629	979
1856	12638	973
1857	12646	966
1858	12654	959
1859	12661	953
1860	12668	946
1861	12678	939
1862	12688	933
1863	12695	926
1864	12705	919
1865	12712	912
1866	12725	906
1867	12732	899
1868	12741	893
1869	12748	886
1870	12757	879
1871	12764	872
1872	12773	866
1873	12789	859
1874	12796	853
1875	12806	846
1876	12813	839
1877	12822	832
1878	12829	826
1879	12838	819
1880	12847	812
1881	12857	806
1882	12865	799
1883	12874	792
1884	12881	785
1885	12891	779
1886	12901	772
1887	12911	765
1888	12921	759
1889	12928	752
1890	12941	745
1891	12951	739
1892	12958	732
1893	12968	725
1894	12975	718
1895	12985	712
1896	12995	705
1897	13006	698
1898	13013	692
1899	13021	685
1900	13030	678
1901	13038	671
1902	13047	665
1903	13054	658
1904	13064	651
1905	13072	644
1906	13082	637
1907	13089	631
1908	13099	624
1909	13107	617
1910	13118	610
1911	13126	604
1912	13137	597
1913	13146	590
1914	13154	583
1915	13164	577
1916	13171	570
1917	13182	563
1918	13190	556
1919	13203	550
1920	13212	543
1921	13221	536
1922	13233	529
1923	13241	523
1924	13251	516
1925	13258	509
1926	13268	502
1927	13278	495
1928	13286	489
1929	13298	482
1930	13313	475
1931	13321	468
1932	13333	462
1933	13343	455
1934	13350	448
1935	13359	441
1936	13366	434
1937	13376	427
1938	13383	421
1939	13392	414
1940	13398	407
1941	13405	400
1942	13417	393
1943	13427	386
1944	13434	379
1945	13443	373
1946	13450	366
1947	13461	359
1948	13469	352
1949	13478	345
1950	13486	338
1951	13495	331
1952	13502	324
1953	13512	318
1954	13519	311
1955	13530	304
1956	13537	297
1957	13546	290
1958	13553	283
1959	13562	276
1960	13568	269
1961	13578	262
1962	13585	256
1963	13597	249
1964	13607	242
1965	13614	235
1966	13625	228
1967	13632	221
1968	13639	214
1969	13645	207
1970	13651	200
1971	13661	193
1972	13666	187
1973	13674	180
1974	13681	173
1975	13691	166
1976	13699	159
1977	13714	152
1978	13727	145
1979	13741	138
1980	13755	131
1981	13763	124
1982	13773	118
1983	13783	111
1984	13791	104
1985	13799	97
1986	13808	90
1987	13816	83
1988	13824	76
1989	13831	69
1990	13923	62
1991	13931	55
1992	13941	48
1993	13948	41
1994	14012	35
1995	14052	28
1996	14061	21
1997	14071	14
1998	14077	7
1999	14086	0
